Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Development of ureteric collection system WP5053	4/47	0.09268984808128028	0.9792739193674108	0	0	2.4530577088716625	5.834588748247044	SMO;GATA3;FAT4;FREM1
Cell migration and invasion through p75NTR WP4561	3/30	0.09589881155277928	0.9792739193674108	0	0	2.928462709284627	6.865668631741249	EFNA1;PARD3;AKT3
Exercise-induced Circadian Regulation WP410	4/48	0.09834345233456869	0.9792739193674108	0	0	2.39718169347799	5.559757879424914	GSTM3;RBPMS;CRY1;TAB2
White fat cell differentiation WP4149	3/32	0.11117220340549994	0.9792739193674108	0	0	2.7262163438828533	5.988611008547406	MECOM;NR1H3;GATA3
ID signaling pathway WP53	2/16	0.11477797200412879	0.9792739193674108	0	0	3.7625561852648035	8.14501492982984	ID1;ID3
Type I collagen synthesis in the context of Osteogenesis imperfecta WP4786	3/33	0.11913576768707118	0.9792739193674108	0	0	2.635205479452055	5.606377340702849	PLOD2;TMEM38B;LRP6
Nuclear Receptors in Lipid Metabolism and Toxicity WP299	3/33	0.11913576768707118	0.9792739193674108	0	0	2.635205479452055	5.606377340702849	ABCB1;NR1H3;ABCG1
One-carbon metabolism and related pathways WP3940	4/52	0.12248477667880232	0.9792739193674108	0	0	2.1969593049839964	4.613106007504915	PCYT1B;ETNK2;ETNK1;BCAT1
ESC Pluripotency Pathways WP3931	7/116	0.13402311721165514	0.9792739193674108	0	0	1.6946698005914018	3.405850730759914	FGF16;FZD3;AKT3;FZD6;NOG;BMPR1B;LRP6
Wnt signaling in kidney disease WP4150	3/36	0.14420683777685245	0.9792739193674108	0	0	2.3952677459526774	4.63845188635955	FZD3;FZD6;LRP6
Overview of nanoparticle effects WP3287	2/19	0.15243565061165787	0.9792739193674108	0	0	3.098092862315925	5.8275521288126555	AKT3;PTGS1
Regulatory circuits of the STAT3 signaling pathway WP4538	5/78	0.15776245298620586	0.9792739193674108	0	0	1.8058482613277134	3.334796489487389	PTPRD;DEPTOR;MPL;JAK3;IL12RB2
Sulindac Metabolic Pathway WP2542	1/5	0.170316514021151	0.9792739193674108	0	0	6.578893442622951	11.64527774242234	MSRB3
Vitamin B6-dependent and responsive disorders WP4228	1/5	0.170316514021151	0.9792739193674108	0	0	6.578893442622951	11.64527774242234	AASS
miR-517 relationship with ARCN1 and USP1 WP3596	1/5	0.170316514021151	0.9792739193674108	0	0	6.578893442622951	11.64527774242234	ID1
Pathogenesis of SARS-CoV-2 Mediated by nsp9-nsp10 Complex WP4884	2/21	0.17868897959585053	0.9792739193674108	0	0	2.771689826481388	4.773150688760233	HLA-DRB5;HLA-DRB1
Notch Signaling Pathway Netpath WP61	4/61	0.18456075078405526	0.9792739193674108	0	0	1.8492046302312708	3.124742707520195	APH1B;FHL1;HES1;GATA3
Calcium Regulation in the Cardiac Cell WP536	8/150	0.18598441571507857	0.9792739193674108	0	0	1.4861583292860612	2.4998556238403644	SLC8A3;CHRM3;PKIA;GNB5;PRKCZ;RYR3;ADCY6;GNAI1
Transcription factor regulation in adipogenesis WP3599	2/22	0.19206076667989208	0.9792739193674108	0	0	2.63296853625171	4.344249227051552	NRIP1;LPIN1
Glycerolipids and Glycerophospholipids WP4722	2/22	0.19206076667989208	0.9792739193674108	0	0	2.63296853625171	4.344249227051552	ETNK1;AGPAT4
PKC-gamma calcium signaling pathway in ataxia WP4760	2/22	0.19206076667989208	0.9792739193674108	0	0	2.63296853625171	4.344249227051552	PLCB4;RYR3
Genotoxicity pathway WP4286	4/63	0.19955488615053318	0.9792739193674108	0	0	1.7863337285810608	2.878973267021871	RBM12B;RAPGEF2;HIST1H2BG;HIST1H2BB
Adipogenesis WP236	7/130	0.20043494365544004	0.9792739193674108	0	0	1.5006831060046137	2.4119962659027823	SCD;NRIP1;NDN;ID3;NR1H3;GATA3;LPIN1
Somatroph axis (GH) and its relationship to dietary restriction and aging WP4186	1/6	0.20073197569630366	0.9792739193674108	0	0	5.2628415300546445	8.450990486489752	IGF1R
LncRNA-mediated mechanisms of therapeutic resistance WP3672	1/6	0.20073197569630366	0.9792739193674108	0	0	5.2628415300546445	8.450990486489752	ABCB1
Robo4 and VEGF Signaling Pathways Crosstalk WP3943	1/6	0.20073197569630366	0.9792739193674108	0	0	5.2628415300546445	8.450990486489752	ROBO4
GDNF/RET signaling axis WP4830	2/23	0.2055567302414348	0.9792739193674108	0	0	2.5074587974724776	3.9668831243450047	GATA3;FAT4
Endochondral Ossification with Skeletal Dysplasias WP4808	4/64	0.20718579445644936	0.9792739193674108	0	0	1.7564700502972108	2.7649285890537123	IFT88;HMGCS1;BMP6;IGF1R
Endochondral Ossification WP474	4/64	0.20718579445644936	0.9792739193674108	0	0	1.7564700502972108	2.7649285890537123	IFT88;HMGCS1;BMP6;IGF1R
Glycolysis and Gluconeogenesis WP534	3/45	0.22756272155309956	0.9792739193674108	0	0	1.8811154598825832	2.7846704814105343	ALDOC;ENO2;PFKM
Notch Signaling WP268	3/45	0.22756272155309956	0.9792739193674108	0	0	1.8811154598825832	2.7846704814105343	APH1B;HES1;DTX3
Allograft Rejection WP2328	5/89	0.2276304481688805	0.9792739193674108	0	0	1.568468733647305	2.3213836131054477	PECR;HLA-DRB5;ABCB1;PRKCZ;HLA-DRB1
Ciliopathies WP4803	9/183	0.22977205097058484	0.9792739193674108	0	0	1.3640455324823777	2.006057493491168	EVC;SMO;IFT81;IFT172;TMEM67;ARMC4;BBS9;PKD2;ADCY6
Arachidonate Epoxygenase / Epoxide Hydrolase WP678	1/7	0.23003389880228914	0.9792739193674108	0	0	4.385473588342441	6.444578839907159	EPHX2
MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma WP3593	1/7	0.23003389880228914	0.9792739193674108	0	0	4.385473588342441	6.444578839907159	HES1
SARS-CoV-2 and angiotensin-converting enzyme 2 receptor: molecular mechanisms WP4883	1/7	0.23003389880228914	0.9792739193674108	0	0	4.385473588342441	6.444578839907159	REN
Signal Transduction of S1P Receptor WP26	2/25	0.2328149314694671	0.9792739193674108	0	0	2.289180990899899	3.3365074517167943	AKT3;GNAI1
Oxysterols derived from cholesterol WP4545	3/46	0.2373557212280518	0.9792739193674108	0	0	1.837273016884358	2.642357472211959	EBP;INSIG1;EPHX2
Amino Acid metabolism WP3925	5/91	0.2412162570921113	0.9792739193674108	0	0	1.5318329925888066	2.1783605937826747	ARG2;HIBADH;ALDH1A1;BCAT1;HIBCH
GPCRs, Other WP117	5/91	0.2412162570921113	0.9792739193674108	0	0	1.5318329925888066	2.1783605937826747	CHRM3;ADGRG1;SMO;HTR1F;VN1R1
Wnt/beta-catenin signaling pathway in leukemia WP3658	2/26	0.24652846671700168	0.9792739193674108	0	0	2.1936844505243958	3.0717676549826067	FZD6;LRP6
Chemokine signaling pathway WP3929	8/164	0.2543005451910468	0.9792739193674108	0	0	1.3517948717948718	1.850929532097639	PLCB4;PARD3;AKT3;GNB5;PRKCZ;JAK3;ADCY6;GNAI1
G Protein Signaling Pathways WP35	5/93	0.25501295058740325	0.9792739193674108	0	0	1.4968625124875126	2.045374231331602	GNA12;GNB5;PRKCZ;ADCY6;GNAI1
TFs regulate miRNAs related to cardiac hypertrophy WP1559	1/8	0.25826299681387116	0.9792739193674108	0	0	3.758782201405152	5.088552312543904	MYEF2
Mitochondrial CII Assembly WP4920	1/8	0.25826299681387116	0.9792739193674108	0	0	3.758782201405152	5.088552312543904	SDHC
7-oxo-C and 7beta-HC pathways WP5064	2/27	0.26026858626604854	0.9792739193674108	0	0	2.105827633378933	2.834530664220501	EBP;EPHX2
Intraflagellar transport proteins binding to dynein WP4532	2/27	0.26026858626604854	0.9792739193674108	0	0	2.105827633378933	2.834530664220501	IFT81;DYNLL1
Osteoblast differentiation WP4787	6/118	0.26494796681223354	0.9792739193674108	0	0	1.4115002947533897	1.874785495971372	FZD3;SMO;FZD6;BMPR1B;PRKCZ;LRP6
Thyroid hormones production and their peripheral downstream signaling effects WP4746	5/95	0.26899602930450794	0.9792739193674108	0	0	1.4634462759462759	1.9215908067184988	RPS6KA6;THRB;AKT3;PRKG2;SLC16A2
Ciliary landscape WP4352	10/216	0.26977810610341163	0.9792739193674108	0	0	1.2797942768131705	1.6767294941479352	IFT88;RBM14;PSMC6;IFT81;IFT172;BBS9;EFHC2;DYNLL1;PAFAH1B1;RPGR
Benzo(a)pyrene metabolism WP696	1/9	0.2854584967548088	0.9792739193674108	0	0	3.2887636612021858	4.122986948656873	AKR1C1
Biotin Metabolism (including IEMs) WP5031	1/9	0.2854584967548088	0.9792739193674108	0	0	3.2887636612021858	4.122986948656873	ACACB
Eicosanoid metabolism via cytochrome P450 monooxygenases (CYP) pathway WP4720	1/9	0.2854584967548088	0.9792739193674108	0	0	3.2887636612021858	4.122986948656873	EPHX2
Folate-Alcohol and Cancer Pathway Hypotheses WP1589	1/9	0.2854584967548088	0.9792739193674108	0	0	3.2887636612021858	4.122986948656873	ALDH1A1
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	4/74	0.28721486403373714	0.9792739193674108	0	0	1.5047619047619047	1.8772276259859055	CACNB2;PKP2;DSG2;ITGA9
RAS and bradykinin pathways in COVID-19 WP4969	2/29	0.28774867088513423	0.9792739193674108	0	0	1.9496377362314434	2.4286010479160782	REN;PRKG1
Pathways Regulating Hippo Signaling WP4540	5/98	0.29026686953868625	0.9792739193674108	0	0	1.4160167789200047	1.7515483825149794	PLCB4;CDH9;PRKCZ;IGF1R;CDH7
Dopaminergic Neurogenesis WP2855	2/30	0.3014522316696605	0.9792739193674108	0	0	1.8799101035763142	2.2542823778680403	ALDH1A1;SLC18A2
Aspirin and miRNAs WP4707	1/10	0.31165819341163287	0.9792739193674108	0	0	2.9231936854887675	3.408000171445728	PTGS1
Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases WP4518	1/10	0.31165819341163287	0.9792739193674108	0	0	2.9231936854887675	3.408000171445728	GGCT
Interleukin-1 Induced Activation of NF-kappa-B WP3656	1/10	0.31165819341163287	0.9792739193674108	0	0	2.9231936854887675	3.408000171445728	PRKCZ
Non-homologous end joining WP438	1/10	0.31165819341163287	0.9792739193674108	0	0	2.9231936854887675	3.408000171445728	NHEJ1
Wnt signaling pathway and pluripotency WP399	5/102	0.3190551363504464	0.9792739193674108	0	0	1.3573411124957517	1.550614745790525	FZD3;FZD6;PRKCZ;PAFAH1B1;LRP6
Hematopoietic Stem Cell Differentiation WP2849	3/55	0.32762672165358714	0.9792739193674108	0	0	1.518572181243414	1.6945448759373138	THRB;RHOH;ABO
RANKL/RANK signaling pathway WP2018	3/55	0.32762672165358714	0.9792739193674108	0	0	1.518572181243414	1.6945448759373138	TRAF5;FHL2;TAB2
Ovarian infertility WP34	2/32	0.32870522702091975	0.9792739193674108	0	0	1.7544003647970816	1.951935137603628	NRIP1;BMPR1B
Breast cancer pathway WP4262	7/154	0.33540534076946515	0.9792739193674108	0	0	1.2540994359176176	1.36999767003485	FGF16;FZD3;AKT3;FZD6;HES1;IGF1R;LRP6
Gene regulatory network modelling somitogenesis  WP2854	1/11	0.33689850143854155	0.9792739193674108	0	0	2.6307377049180327	2.862173110098555	HES1
Glycolysis in senescence WP5049	1/11	0.33689850143854155	0.9792739193674108	0	0	2.6307377049180327	2.862173110098555	ALDOC
PTF1A related regulatory pathway WP4147	1/11	0.33689850143854155	0.9792739193674108	0	0	2.6307377049180327	2.862173110098555	HES1
Endothelin Pathways WP2197	2/33	0.34222583533082684	0.9792739193674108	0	0	1.6977185472838798	1.8204371522482523	GNB5;GNAI1
Monoamine GPCRs WP58	2/33	0.34222583533082684	0.9792739193674108	0	0	1.6977185472838798	1.8204371522482523	CHRM3;HTR1F
Pregnane X receptor pathway WP2876	2/33	0.34222583533082684	0.9792739193674108	0	0	1.6977185472838798	1.8204371522482523	ABCB1;NRIP1
Resistin as a regulator of inflammation WP4481	2/33	0.34222583533082684	0.9792739193674108	0	0	1.6977185472838798	1.8204371522482523	PLCB4;AKT3
TGF-beta receptor signaling in skeletal dysplasias WP4816	3/58	0.35794710807910884	0.9792739193674108	0	0	1.4355168119551682	1.4748069735517046	NOG;LTBP3;FBN1
Pre-implantation embryo WP3527	3/58	0.35794710807910884	0.9792739193674108	0	0	1.4355168119551682	1.4748069735517046	GATA3;E2F5;PBX1
Computational Model of Aerobic Glycolysis WP4629	1/12	0.3612145056437975	0.9792739193674108	0	0	2.3914555389965226	2.435179234838511	PFKM
RalA downstream regulated genes WP2290	1/12	0.3612145056437975	0.9792739193674108	0	0	2.3914555389965226	2.435179234838511	RALA
MicroRNAs in cardiomyocyte hypertrophy WP1544	4/84	0.3706967973573779	0.9792739193674108	0	0	1.3159807956104252	1.305940925858701	MYEF2;PRKG1;IGF1R;LRP6
Epithelial to mesenchymal transition in colorectal cancer WP4239	7/160	0.37131814171238725	0.9792739193674108	0	0	1.2045409532040547	1.1933339752527912	FZD3;CLDN15;AKT3;FZD6;ID1;PKP2;LRP6
Transcriptional cascade regulating adipogenesis WP4211	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	GATA3
EDA signaling in hair follicle development WP3930	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	EDARADD
Genes targeted by miRNAs in adipocytes WP1992	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	ERG
Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	NRIP1
MFAP5-mediated ovarian cancer cell motility and invasiveness WP3301	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	RYR3
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WP4337	1/13	0.3846400095347451	0.9792739193674108	0	0	2.192053734061931	2.094392089723185	JAK3
TYROBP causal network in microglia WP3945	3/61	0.38806927356958804	0.9792739193674108	0	0	1.3610533774208786	1.2883342215837201	GIMAP2;CYTL1;LHFPL2
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	2/37	0.39531655766201934	0.9792739193674108	0	0	1.5033808872386163	1.3952403295447928	DEPTOR;IGF1R
Proteasome Degradation WP183	3/62	0.39803830862994305	0.9792739193674108	0	0	1.3379150220571163	1.2324967178284985	UCHL1;PSMC6;PSMB8
Cancer immunotherapy by CTLA4 blockade WP4582	1/14	0.40720758196378515	0.9792739193674108	0	0	2.023329129886507	1.8178240296824546	HLA-DRB1
Omega-9 FA synthesis WP4724	1/14	0.40720758196378515	0.9792739193674108	0	0	2.023329129886507	1.8178240296824546	SCD
Amyotrophic lateral sclerosis (ALS) WP2447	2/38	0.4082898279027619	0.9792739193674108	0	0	1.4615443076455388	1.3092192284237136	CCS;ALS2
Striated Muscle Contraction Pathway WP383	2/38	0.4082898279027619	0.9792739193674108	0	0	1.4615443076455388	1.3092192284237136	TPM2;TPM1
Nuclear receptors WP170	2/38	0.4082898279027619	0.9792739193674108	0	0	1.4615443076455388	1.3092192284237136	THRB;NR1H3
Endoderm differentiation WP2853	6/141	0.41404329227936926	0.9792739193674108	0	0	1.1696163839217484	1.0313498788802062	ZNF462;ATP8B2;TCEAL2;NOG;RAB38;PBX1
Codeine and Morphine Metabolism WP1604	1/15	0.4289486022763855	0.9792739193674108	0	0	1.8787080405932866	1.590172631913292	ABCB1
Fatty Acid Omega Oxidation WP206	1/15	0.4289486022763855	0.9792739193674108	0	0	1.8787080405932866	1.590172631913292	ALDH1A1
GPCRs, Class C Metabotropic glutamate, pheromone WP501	1/15	0.4289486022763855	0.9792739193674108	0	0	1.8787080405932866	1.590172631913292	GABBR1
Major receptors targeted by epinephrine and norepinephrine WP4589	1/15	0.4289486022763855	0.9792739193674108	0	0	1.8787080405932866	1.590172631913292	ADCY6
Thyroid stimulating hormone (TSH) signaling pathway WP2032	3/66	0.43741657797080086	0.9792739193674108	0	0	1.2527071102413567	1.035825014132226	GNA12;GNAI1;IGF1R
SARS-CoV-2 innate immunity evasion and cell-specific immune response WP5039	3/66	0.43741657797080086	0.9792739193674108	0	0	1.2527071102413567	1.035825014132226	LAG3;DDX58;TRAF5
Focal Adhesion WP306	8/198	0.4403403566315788	0.9792739193674108	0	0	1.1079201451905627	0.9087242056343242	AKT3;STYK1;ARHGAP5;DOCK1;IGF1R;MYLK4;ITGA9;THBS3
Corticotropin-releasing hormone signaling pathway WP2355	4/93	0.44533843708513643	0.9792739193674108	0	0	1.1823492239638724	0.9564268246746506	CRHBP;GNB5;RAPGEF3;GNAI1
Male infertility WP4673	6/146	0.44669681233575725	0.9792739193674108	0	0	1.1275496168205934	0.908664257944819	PACRG;ABLIM1;ABCB1;OR2W3;CDC42BPA;REC8
Tryptophan catabolism leading to NAD+ production WP4210	1/16	0.44989330361571167	0.9792739193674108	0	0	1.7533697632058287	1.400495028893099	AADAT
Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291	1/16	0.44989330361571167	0.9792739193674108	0	0	1.7533697632058287	1.400495028893099	SYTL4
Hedgehog Signaling Pathway Netpath WP47	1/16	0.44989330361571167	0.9792739193674108	0	0	1.7533697632058287	1.400495028893099	SMO
Pathways of nucleic acid metabolism and innate immune sensing WP4705	1/16	0.44989330361571167	0.9792739193674108	0	0	1.7533697632058287	1.400495028893099	DDX58
Hippo-Merlin Signaling Dysregulation WP4541	5/120	0.4500610542231325	0.9792739193674108	0	0	1.1438127090301002	0.9131880737270198	PLCB4;CDH9;IGF1R;CDH7;ITGA9
Mesodermal commitment pathway WP2857	6/147	0.4531859806890872	0.9792739193674108	0	0	1.1194942784395212	0.886026751791634	ZNF462;MEIS1;ATP8B2;NOG;GATA3;PBX1
Splicing factor NOVA regulated synaptic proteins WP4148	2/42	0.45873994718880684	0.9792739193674108	0	0	1.3151162790697675	1.0248330212391565	PLCB4;PRKCZ
Tryptophan metabolism WP465	2/42	0.45873994718880684	0.9792739193674108	0	0	1.3151162790697675	1.0248330212391565	AADAT;ALDH1A1
IL-2 signaling pathway WP49	2/42	0.45873994718880684	0.9792739193674108	0	0	1.3151162790697675	1.0248330212391565	NMI;JAK3
ACE Inhibitor Pathway WP554	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	REN
Sulfation Biotransformation Reaction WP692	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	SULT1C4
Drug Induction of Bile Acid Pathway WP2289	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	ABCB1
Glycosaminoglycan degradation WP4815	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	IDS
IL-9 signaling pathway WP22	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	JAK3
Leptin Insulin Overlap WP3935	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	SOCS2
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	PECR
Nephrogenesis WP5052	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	MEIS1
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664	1/17	0.47007081463206796	0.9792739193674108	0	0	1.6436987704918034	1.2407820569697736	MBOAT1
Regulation of Actin Cytoskeleton WP51	6/150	0.47254249975615176	0.9792739193674108	0	0	1.0959995414947272	0.8215914944050863	CHRM3;FGF16;CFL2;GNA12;MYH10;DOCK1
Hedgehog Signaling Pathway WP4249	2/44	0.4830130086631085	0.9792739193674108	0	0	1.2523614096801512	0.9113580412382878	EVC;SMO
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway WP4577	2/44	0.4830130086631085	0.9792739193674108	0	0	1.2523614096801512	0.9113580412382878	DEPTOR;CP
Renin-angiotensin-aldosterone system (RAAS) WP4756	2/44	0.4830130086631085	0.9792739193674108	0	0	1.2523614096801512	0.9113580412382878	CAMK1D;REN
Hepatitis B infection WP4666	6/152	0.4853397859876883	0.9792739193674108	0	0	1.0808727930508186	0.7813694745432266	CASP10;DDX58;AKT3;TAB2;HSPG2;JAK3
TCA Cycle (aka Krebs or citric acid cycle) WP78	1/18	0.48950920003266835	0.9792739193674108	0	0	1.5469302475088396	1.1050527508707135	SDHC
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859	1/18	0.48950920003266835	0.9792739193674108	0	0	1.5469302475088396	1.1050527508707135	ID1
Proteoglycan biosynthesis WP4784	1/18	0.48950920003266835	0.9792739193674108	0	0	1.5469302475088396	1.1050527508707135	SLC35B3
Prostaglandin Synthesis and Regulation WP98	2/45	0.4948944117430071	0.9792739193674108	0	0	1.2231730983361435	0.8603932273021426	AKR1C1;PTGS1
Vitamin D Receptor Pathway WP2877	7/182	0.5025006807178964	0.9792739193674108	0	0	1.051900826446281	0.7238742680729012	ABCB1;TNFSF4;TPM1;ID1;NRIP1;BMP6;HLA-DRB1
Aryl Hydrocarbon Receptor Netpath WP2586	2/46	0.5066007100437393	0.9792739193674108	0	0	1.1953115284168636	0.812850256431602	NRIP1;NCOA7
Translation inhibitors in chronically activated PDGFRA cells WP4566	2/46	0.5066007100437393	0.9792739193674108	0	0	1.1953115284168636	0.812850256431602	AKT3;EIF4B
Regulation of Microtubule Cytoskeleton WP2038	2/46	0.5066007100437393	0.9792739193674108	0	0	1.1953115284168636	0.812850256431602	CFL2;PHLDB2
Small Ligand GPCRs WP247	1/19	0.5082354991574412	0.9792739193674108	0	0	1.4609137826350942	0.9887615799483223	S1PR4
Mitochondrial Gene Expression WP391	1/19	0.5082354991574412	0.9792739193674108	0	0	1.4609137826350942	0.9887615799483223	MYEF2
Metapathway biotransformation Phase I and II WP702	7/183	0.5083017535772959	0.9792739193674108	0	0	1.0458693338342098	0.7077188656809231	GSTM3;CHST12;EPHX2;AKR1C1;CYP51A1;GSTM5;SULT1C4
Neural Crest Differentiation WP2064	4/101	0.509282315490493	0.9792739193674108	0	0	1.0843833524245896	0.7316906695569233	FZD3;ID1;HES1;CDH7
Ebola Virus Pathway on Host WP4217	5/129	0.5134529936693955	0.9792739193674108	0	0	1.0602955512229706	0.7067896160457808	BST2;HLA-DRB5;DDX58;HLA-DRB1;IGF1R
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	6/158	0.5230987893895576	0.9792739193674108	0	0	1.037880981683921	0.6725312486622368	TSPYL1;THRB;HES1;GATA3;AVP;PBX1
Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206	1/20	0.5262757633858585	0.9792739193674108	0	0	1.3839516824849007	0.8884000186060488	ACACB
Imatinib and Chronic Myeloid Leukemia WP3640	1/20	0.5262757633858585	0.9792739193674108	0	0	1.3839516824849007	0.8884000186060488	ABCB1
Rett syndrome causing genes WP4312	2/48	0.5294759083455697	0.9792739193674108	0	0	1.143222506393862	0.7269381672414288	SMARCA1;SHANK3
Leptin signaling pathway WP2034	3/76	0.5309180273009179	0.9792739193674108	0	0	1.0805404391067743	0.6841416331105186	SOCS2;CFL2;ACACB
7q11.23 copy number variation syndrome WP4932	4/104	0.5324001991581665	0.9792739193674108	0	0	1.051687242798354	0.6629413793682496	ELN;ACACB;PRKG1;FBN1
Angiopoietin Like Protein 8 Regulatory Pathway WP3915	5/132	0.5339204712138148	0.9792739193674108	0	0	1.0350869602838106	0.6495257430811657	RPS6KA6;THRB;SCD;NR1H3;SLC16A2
Urea cycle and metabolism of amino groups WP497	1/21	0.5436550925909192	0.9792739193674108	0	0	1.3146857923497268	0.8012224434499601	ARG2
Synaptic signaling pathways associated with autism spectrum disorder WP4539	2/50	0.5516189013608362	0.9792739193674108	0	0	1.0954742362061103	0.6516952867174274	AKT3;SHANK3
Type II diabetes mellitus WP1584	1/22	0.5603976691353507	0.9792739193674108	0	0	1.252016653655998	0.7250536412925842	PRKCZ
Methionine De Novo and Salvage Pathway WP3580	1/22	0.5603976691353507	0.9792739193674108	0	0	1.252016653655998	0.7250536412925842	MSRB3
Purine metabolism and related disorders WP4224	1/22	0.5603976691353507	0.9792739193674108	0	0	1.252016653655998	0.7250536412925842	PPAT
Thermogenesis WP4321	4/108	0.5623581729732057	0.9792739193674108	0	0	1.0110266962118815	0.5819634598569691	RPS6KA6;PRKG2;PRKG1;ADCY6
