Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RHO GTPase Effectors Homo sapiens R-HSA-195258	28/255	8.053971791664333E-7	7.86360518567954E-5	0	0	3.123994126284875	43.83566780932271	NCF2;NCF4;KIF14;CDCA8;BUB1B;IQGAP1;IQGAP3;ACTB;AURKB;CDC20;NUF2;FLNA;RAC1;SRGAP2;WASF2;PLK1;CYBB;CYBA;NDC80;CIT;CENPE;CENPF;DIAPH2;DIAPH3;PRC1;CALM1;SPC24;SPC25
Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005	17/110	1.1708489484646744E-6	1.0479098088758836E-4	0	0	4.594873751289334	62.75578160167628	CFD;SRGN;SERPINA1;ACTN1;PLEK;F13A1;PRKCA;THBS1;TUBA4A;VEGFA;FLNA;QSOX1;TIMP1;CD36;CALM1;ALDOA;VCL
Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	19/136	1.364878347988838E-6	1.1275994967230862E-4	0	0	4.087643435469523	55.20135699892132	RB1;TOP2A;PCNA;CDKN2C;CDKN2A;MCM10;CKS1B;CCNA2;CCNA1;TFDP1;CCNE2;ORC1;CCNE1;PSMB3;PSME3;CDK1;E2F2;MYBL2;E2F4
TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312	11/48	1.7408599125925552E-6	1.3354882472317172E-4	0	0	7.436308538003453	98.6138643870099	CCNA2;CCNA1;PCNA;TFDP1;CCNE2;CCNE1;CDK1;E2F4;E2F7;ZNF385A;AURKA
M Phase Homo sapiens R-HSA-68886	28/268	2.170052225069535E-6	1.5051211494371123E-4	0	0	2.9527555555555556	38.5061745421586	RB1;ANAPC15;RAB1B;CDCA8;BUB1B;ARPP19;NCAPH;AURKB;CDC20;CCNB2;PSMB3;NUF2;BANF1;NUP210;PLK1;PRKCA;KIF23;MASTL;NDC80;CENPE;CENPF;ESPL1;PSME3;CDK1;NCAPD2;KIF20A;SPC24;SPC25
MHC class II antigen presentation Homo sapiens R-HSA-2132295	16/103	2.2422661444128304E-6	1.5051211494371123E-4	0	0	4.618215826469967	60.07386014601875	CTSA;AP2A1;KIF23;KIF11;IFI30;KIF15;CENPE;RACGAP1;KIF4B;CTSH;AP1S3;KIF20A;CTSE;CTSD;CTSC;CTSB
Platelet degranulation Homo sapiens R-HSA-114608	16/105	2.9080230927847776E-6	1.8371863539122654E-4	0	0	4.5139638444070895	57.544178363370875	CFD;SRGN;SERPINA1;ACTN1;PLEK;F13A1;THBS1;TUBA4A;VEGFA;FLNA;QSOX1;TIMP1;CD36;CALM1;ALDOA;VCL
Cross-presentation of particulate exogenous antigens (phagosomes) Homo sapiens R-HSA-1236973	5/8	4.465833242118139E-6	2.6077266457057586E-4	0	0	41.4381198792583	510.47846730880775	NCF2;NCF4;CYBB;CYBA;CD36
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest Homo sapiens R-HSA-6804116	6/13	4.6132966730362586E-6	2.6077266457057586E-4	0	0	21.33419689119171	262.1240574810533	CCNA2;CCNA1;CCNE2;CCNE1;E2F7;ZNF385A
Kinesins Homo sapiens R-HSA-983189	10/44	5.5892572816931384E-6	3.001431160269215E-4	0	0	7.348345588235294	88.87577191222726	CENPE;RACGAP1;KIF4B;KIF26B;KIF1C;KIF23;KIF11;KIF20A;KIF20B;KIF15
Toll-Like Receptors Cascades Homo sapiens R-HSA-168898	18/140	8.491821919149168E-6	4.222752084962768E-4	0	0	3.7079378774805867	43.29539173170146	ITGAM;UNC93B1;UBE2D3;CD180;ITGB2;LY86;NOD2;TAB3;TLR8;TLR7;BPI;CD14;CD36;MAP2K7;TLR5;TLR4;CTSB;TLR2
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	16/114	8.64995771593863E-6	4.222752084962768E-4	0	0	4.097487814023247	47.7683331600935	PLK1;BUB1B;CDCA8;ACTB;NDC80;AURKB;CDC20;CENPE;DIAPH2;CENPF;DIAPH3;NUF2;RAC1;SRGAP2;SPC24;SPC25
Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215	47/620	1.0679461361460514E-5	4.98684413139504E-4	0	0	2.092576809123747	23.95412047334269	CSF1R;IL1RN;FLT3;EIF4A3;INPPL1;IRS2;IQGAP1;IL1RAP;PHB;ARRB2;NOD2;IFI30;CBL;SAMHD1;CSF2RA;RASGRP4;TNFSF13B;ICAM1;RASGRP3;MT2A;PSMB3;CASP1;KPNA2;HAVCR2;IL32;DUSP5;VCAM1;NUP210;PRKCD;GAB2;TNFRSF1B;IL17RA;HCK;CD4;NRG4;ARTN;PSME3;IL2RB;TAB3;IRF8;PRTN3;TRIM38;CALM1;IL7R;PTPN2;VCL;HBEGF
G2/M Transition Homo sapiens R-HSA-69275	20/173	1.3803821900609803E-5	6.177210300522887E-4	0	0	3.2884956973114665	36.8001250332759	PLK4;TUBB;PLK1;HMMR;FOXM1;TUBG1;TUBA4A;AURKA;CCNA2;CCNB2;TPX2;CCNA1;CENPF;PSMB3;PSME3;CDK1;MYBL2;PHLDA1;GTSE1;RAB8A
Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	20/175	1.6371758469029556E-5	6.881041700657812E-4	0	0	3.2457230402587456	35.76771455014673	PLK4;TUBB;PLK1;HMMR;FOXM1;TUBG1;TUBA4A;AURKA;CCNA2;CCNB2;TPX2;CCNA1;CENPF;PSMB3;PSME3;CDK1;MYBL2;PHLDA1;GTSE1;RAB8A
Mitotic Prometaphase Homo sapiens R-HSA-68877	15/107	1.6658015290233064E-5	6.881041700657812E-4	0	0	4.087839762949455	44.976943684168134	PLK1;BUB1B;CDCA8;NCAPH;NDC80;AURKB;CDC20;CCNB2;CENPE;CENPF;NUF2;CDK1;NCAPD2;SPC24;SPC25
Signaling by Interleukins Homo sapiens R-HSA-449147	33/392	2.9050119680692566E-5	0.001116376476825175	0	0	2.327415826961545	24.313321402298577	CSF1R;IL1RN;FLT3;INPPL1;IRS2;IQGAP1;IL1RAP;PHB;ARRB2;NOD2;CBL;CSF2RA;RASGRP4;RASGRP3;PSMB3;CASP1;HAVCR2;IL32;DUSP5;GAB2;IL17RA;HCK;CD4;NRG4;ARTN;PSME3;IL2RB;TAB3;PRTN3;CALM1;IL7R;VCL;HBEGF
G1/S-Specific Transcription Homo sapiens R-HSA-69205	6/17	2.9104787105311827E-5	0.001116376476825175	0	0	13.573480923221856	141.76968597231172	CCNA1;PCNA;TFDP1;ORC1;CCNE1;CDK1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest Homo sapiens R-HSA-6804114	6/18	4.222348655236786E-5	0.00156372498473252	0	0	12.441709844559586	125.31954466064187	PCNA;TFDP1;CDK1;E2F4;ZNF385A;AURKA
COPI-dependent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811434	12/81	6.62912918070404E-5	0.002373228246692046	0	0	4.348507208536724	41.83895344248058	CENPE;RACGAP1;KIF4B;RAB1B;KIF26B;KIF1C;KIF23;KIF11;KIF20A;KIF20B;COPE;KIF15
Rho GTPase cycle Homo sapiens R-HSA-194840	15/122	7.93115425827602E-5	0.002747761184964015	0	0	3.5120221457355987	33.16095871951348	ARHGAP11B;ITSN1;ARHGAP1;ARHGAP18;MYO9B;RHOF;GMIP;VAV2;FGD4;RACGAP1;ARHGDIA;RHOU;RAC1;SRGAP2;ECT2
RHO GTPases Activate NADPH Oxidases Homo sapiens R-HSA-5668599	5/13	8.720288097690689E-5	0.0029267466927874373	0	0	15.535252263906857	145.21224696873472	NCF2;NCF4;CYBB;CYBA;RAC1
Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	29/348	1.0396725212795452E-4	0.003383661478346156	0	0	2.294331836387911	21.04231436930265	GPI;PCNA;ELL;BRCA1;PRDM1;NDRG1;AURKB;AURKA;TCEB3;CASP1;E2F4;POLR2J;ZNF385A;E2F7;POLR2K;BRPF1;CDKN2A;GATAD2A;CCNA2;TPX2;CCNA1;TFDP1;CCNE2;BCL6;CCNE1;FANCD2;CDK1;FAS;SGK1
Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	13/99	1.193890216040401E-4	0.0037712885059629137	0	0	3.7812433500531997	34.15643743706521	PLK1;BUB1B;CDCA8;NDC80;AURKB;CDC20;CCNB2;CENPE;CENPF;NUF2;CDK1;SPC24;SPC25
Erythrocytes take up oxygen and release carbon dioxide Homo sapiens R-HSA-1247673	4/8	1.403198571471679E-4	0.004305815045030238	0	0	24.829457364341085	220.27666751778602	CA2;HBB;SLC4A1;AQP1
Cyclin A/B1 associated events during G2/M transition Homo sapiens R-HSA-69273	6/22	1.4852425325929868E-4	0.004430973555569077	0	0	9.329339378238341	82.23590895539391	CCNA2;CCNA1;CCNB2;PLK1;CDK1;FOXM1
DAP12 interactions Homo sapiens R-HSA-2172127	29/359	1.7780634566453923E-4	0.00516118960118149	0	0	2.2165634988064893	19.139616957347123	CD86;IRS2;IQGAP1;PHB;ARRB2;CSF2RA;TREM1;RASGRP4;SIRPB1;RASGRP3;PSMB3;GRAP2;CLEC5A;CD300LB;RAC1;DUSP5;TRAT1;PRKCD;PRKCA;VAV2;TYROBP;ARTN;NRG4;PSME3;IL2RB;CD300E;CALM1;VCL;HBEGF
E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510	7/33	2.3122250229111116E-4	0.006535078091069826	0	0	6.7031826798363765	56.119917463927024	RB1;CCNA1;PCNA;TFDP1;ORC1;CCNE1;CDK1
Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427	6/24	2.506862453383373E-4	0.0069035135254711345	0	0	8.291882556131261	68.7505556497446	CD4;CD3G;PTPRJ;CD3E;CD3D;PAG1
Polo-like kinase mediated events Homo sapiens R-HSA-156711	5/16	2.684964936078683E-4	0.0072091308533712645	0	0	11.296601199576621	92.8882543237027	CCNB2;CENPF;PLK1;MYBL2;FOXM1
Generation of second messenger molecules Homo sapiens R-HSA-202433	7/35	3.4016429672335265E-4	0.008643839452267994	0	0	6.223735408560311	49.703260269825684	ITK;CD4;GRAP2;CD3G;CD3E;CD3D;FYB
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	26/320	3.448380056275698E-4	0.008643839452267994	0	0	2.225937183383992	17.746141289609042	NCF2;NCF4;IRS2;IQGAP1;PHB;ARRB2;CSF2RA;RASGRP4;RASGRP3;PSMB3;RAC1;WASF2;DUSP5;PRKCD;CYBB;PRKCA;CYBA;VAV2;VEGFA;ARTN;NRG4;PSME3;IL2RB;CALM1;VCL;HBEGF
Golgi-to-ER retrograde transport Homo sapiens R-HSA-8856688	13/110	3.46075508796577E-4	0.008643839452267994	0	0	3.350515463917526	26.6997671267007	RAB1B;KIF23;KIF11;AGPAT3;KIF15;CENPE;RACGAP1;KIF4B;KIF26B;KIF1C;KIF20A;KIF20B;COPE
G1/S Transition Homo sapiens R-HSA-69206	13/112	4.1306341175457735E-4	0.010082502368736729	0	0	3.2824849805241962	25.576825697974858	RB1;PCNA;MCM10;CKS1B;CCNA2;CCNA1;TFDP1;CCNE2;ORC1;CCNE1;PSMB3;PSME3;CDK1
APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143	11/85	4.451458251927058E-4	0.010393187309934045	0	0	3.710983473695338	28.638062599610116	CDC20;CCNA2;CCNA1;ANAPC15;PSMB3;PSME3;PLK1;CDK1;BUB1B;AURKB;AURKA
Regulation of mitotic cell cycle Homo sapiens R-HSA-453276	11/85	4.451458251927058E-4	0.010393187309934045	0	0	3.710983473695338	28.638062599610116	CDC20;CCNA2;CCNA1;ANAPC15;PSMB3;PSME3;PLK1;CDK1;BUB1B;AURKB;AURKA
Signaling by VEGF Homo sapiens R-HSA-194138	26/328	5.021763921933693E-4	0.011362515500050449	0	0	2.166056080033817	16.45457307163917	NCF2;NCF4;IRS2;IQGAP1;PHB;ARRB2;CSF2RA;RASGRP4;RASGRP3;PSMB3;RAC1;WASF2;DUSP5;PRKCD;CYBB;PRKCA;CYBA;VAV2;VEGFA;ARTN;NRG4;PSME3;IL2RB;CALM1;VCL;HBEGF
Signal Transduction Homo sapiens R-HSA-162582	127/2465	5.078219217899642E-4	0.011362515500050449	0	0	1.4088137089875548	10.68638693670712	CD86;DGKD;NCF2;GPR65;ITSN1;NCF4;UBE2D3;BUB1B;IRS2;ACTB;PLB1;CXCL16;CDC20;RGS2;GRAP2;ARHGDIA;C3AR1;PROK2;PDE8A;PDK1;TLE1;PRKCD;CYBB;CYBA;PRKCA;CCNE1;PSME3;ATP6V0D1;VCL;SUCNR1;C5AR2;LPAR1;CDCA8;ARHGAP18;LPL;IQGAP1;GPR84;PHB;ADRB2;DTX4;IQGAP3;CSF2RA;PIK3R6;RASGRP4;PIK3R5;RASGRP3;HCAR2;HCAR3;NCSTN;BAG4;BCL2L11;RACGAP1;HRH2;RDH10;ECT2;SRGAP2;PAG1;CCR1;JAG1;SMURF1;PLK1;NDC80;DIAPH2;DIAPH3;ARTN;CDK1;TAB3;CALM1;ARHGAP11B;DAGLA;CXCL8;B4GALT1;SH3KBP1;PDE3B;ARHGAP1;KIF14;AP2A1;ARRB2;LFNG;GPR132;NUF2;RAC1;CCR2;DUSP5;PTH2R;GAB2;RHOF;GMIP;CIT;VAV2;KAT2B;TFDP1;NRG4;ATP6V1B2;RHOU;PLCB2;HBEGF;CX3CR1;RGS18;LRP1;CBL;THBS1;AURKB;GNAI2;FGD4;PSMB3;CCL5;P2RY2;FLNA;E2F4;POLR2J;WASF2;POLR2K;P2RY13;TRAT1;GZMB;MYO9B;PPP1CA;VEGFA;CENPE;CENPF;PRC1;IL2RB;FAS;P4HB;SPC24;SPC25
Cell surface interactions at the vascular wall Homo sapiens R-HSA-202733	12/101	5.505893128420795E-4	0.011761716260588006	0	0	3.3677941737319212	25.273683364940364	CD2;SLC7A5;CD84;DOK2;ITGAM;FCER1G;SELPLG;BSG;ITGB2;ITGAX;SIRPA;TREM1
G1 Phase Homo sapiens R-HSA-69236	7/38	5.76919358319157E-4	0.011761716260588006	0	0	5.620559809213003	41.91705625530462	RB1;CDKN2C;TFDP1;CDKN2A;E2F2;E2F4;CKS1B
Cyclin D associated events in G1 Homo sapiens R-HSA-69231	7/38	5.76919358319157E-4	0.011761716260588006	0	0	5.620559809213003	41.91705625530462	RB1;CDKN2C;TFDP1;CDKN2A;E2F2;E2F4;CKS1B
MyD88 deficiency (TLR2/4) Homo sapiens R-HSA-5602498	4/11	6.023225273113039E-4	0.011761716260588006	0	0	14.186046511627907	105.18552727550589	CD14;CD36;TLR4;TLR2
IRAK4 deficiency (TLR2/4) Homo sapiens R-HSA-5603041	4/11	6.023225273113039E-4	0.011761716260588006	0	0	14.186046511627907	105.18552727550589	CD14;CD36;TLR4;TLR2
Condensation of Prometaphase Chromosomes Homo sapiens R-HSA-2514853	4/11	6.023225273113039E-4	0.011761716260588006	0	0	14.186046511627907	105.18552727550589	CCNB2;CDK1;NCAPD2;NCAPH
RHO GTPases activate IQGAPs Homo sapiens R-HSA-5626467	4/11	6.023225273113039E-4	0.011761716260588006	0	0	14.186046511627907	105.18552727550589	RAC1;IQGAP1;CALM1;IQGAP3
Extracellular matrix organization Homo sapiens R-HSA-1474244	23/283	7.372079220747026E-4	0.014138594791218402	0	0	2.2217320427916456	16.024554703186386	FBN2;VCAM1;ITGAM;ACTN1;ITGB2;PRKCA;PLOD1;NID1;THBS1;ICAM1;NCSTN;VCAN;BSG;ITGAX;MMP19;ITGA7;CTSG;ITGB7;TIMP1;P4HB;CTSD;ELANE;CTSB
Fcgamma receptor (FCGR) dependent phagocytosis Homo sapiens R-HSA-2029480	13/120	8.018787055969371E-4	0.015109082979142287	0	0	3.0357950033595995	21.640826190113824	PRKCD;CD3G;MYO9B;PLD1;ACTB;VAV2;FGR;HCK;FCGR3A;FCGR2A;IGKC;RAC1;WASF2
Erythrocytes take up carbon dioxide and release oxygen Homo sapiens R-HSA-1237044	4/12	8.757666684738258E-4	0.015941922066794727	0	0	12.412144702842378	87.38659839526787	CA2;HBB;SLC4A1;AQP1
O2/CO2 exchange in erythrocytes Homo sapiens R-HSA-1480926	4/12	8.757666684738258E-4	0.015941922066794727	0	0	12.412144702842378	87.38659839526787	CA2;HBB;SLC4A1;AQP1
Vesicle-mediated transport Homo sapiens R-HSA-5653656	34/492	9.20172513685579E-4	0.016466043797786954	0	0	1.8722590036155327	13.088867940416822	SERPINA1;RAB5C;LRP1;RAB1B;SNAP23;HBB;KIF11;GNS;AGPAT3;KIF15;RACGAP1;IGKC;STAB1;KIF1C;AP1S3;CD36;RAC1;CTSC;RAB8A;CYTH1;CD163;SORT1;TRAPPC5;KIF23;IGF2R;CENPE;KIF4B;CPD;KIF26B;KIF20A;KIF20B;CALM1;COPE;FTL
Toll Like Receptor 4 (TLR4) Cascade Homo sapiens R-HSA-166016	13/122	9.368118150904674E-4	0.016466043797786954	0	0	2.979780536067638	20.778093509893854	ITGAM;UBE2D3;CD180;ITGB2;LY86;NOD2;TAB3;BPI;CD14;CD36;MAP2K7;TLR4;TLR2
GPVI-mediated activation cascade Homo sapiens R-HSA-114604	8/53	9.505537387921705E-4	0.016466043797786954	0	0	4.427590187590187	30.809235163483645	FCER1G;IL2RB;RAC1;GAB2;CSF2RA;PIK3R6;VAV2;PIK3R5
Phosphorylation of Emi1 Homo sapiens R-HSA-176417	3/6	0.0010737465726890637	0.01830482252488975	0	0	24.798709677419353	169.5388902381483	CDC20;PLK1;CDK1
Integrin cell surface interactions Homo sapiens R-HSA-216083	9/67	0.0011037142517075175	0.018521704786466777	0	0	3.867001479754271	26.330699986292483	ITGAM;VCAM1;ITGB2;BSG;ITGAX;ITGA7;ITGB7;THBS1;ICAM1
Mitotic Anaphase Homo sapiens R-HSA-68882	16/173	0.001209085594322604	0.01936740017973166	0	0	2.5497768192988617	17.12912252259655	ANAPC15;PLK1;BUB1B;CDCA8;NDC80;AURKB;CDC20;CENPE;CENPF;ESPL1;PSMB3;PSME3;NUF2;BANF1;SPC24;SPC25
Factors involved in megakaryocyte development and platelet production Homo sapiens R-HSA-983231	14/141	0.001216325570409539	0.01936740017973166	0	0	2.7551840705775654	18.49257725033706	HBG2;HBB;KIF23;KIF11;KIF15;CENPE;RACGAP1;KIF4B;KIF26B;KIF1C;MFN2;KIF20A;RAC1;KIF20B
Trafficking and processing of endosomal TLR Homo sapiens R-HSA-1679131	4/13	0.001226241352161781	0.01936740017973166	0	0	11.032443296009188	73.95931101278	UNC93B1;TLR8;TLR7;CTSB
Signal regulatory protein (SIRP) family interactions Homo sapiens R-HSA-391160	4/13	0.001226241352161781	0.01936740017973166	0	0	11.032443296009188	73.95931101278	TYROBP;SIRPA;FYB;SIRPB1
SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	11/96	0.0012515032647203246	0.019479920381298966	0	0	3.2288825830201704	21.579945622556735	TOP2A;PCNA;NUP210;XRCC4;CDKN2A;CDCA8;MITF;BRCA1;SMC6;AURKB;AURKA
Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396	16/174	0.0012847476284896418	0.019711699328541075	0	0	2.533506096548058	16.86603899562474	ANAPC15;PLK1;BUB1B;CDCA8;NDC80;AURKB;CDC20;CENPE;CENPF;ESPL1;PSMB3;PSME3;NUF2;BANF1;SPC24;SPC25
Golgi Cisternae Pericentriolar Stack Reorganization Homo sapiens R-HSA-162658	4/14	0.001664215321251559	0.025022879722038642	0	0	9.928682170542636	63.52769534144176	CCNB2;RAB1B;PLK1;CDK1
Separation of Sister Chromatids Homo sapiens R-HSA-2467813	15/162	0.0016775114897456074	0.025022879722038642	0	0	2.5510204081632653	16.302152652589676	ANAPC15;PLK1;BUB1B;CDCA8;NDC80;AURKB;CDC20;CENPE;CENPF;ESPL1;PSMB3;PSME3;NUF2;SPC24;SPC25
